Years,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Global.ap total import to from[Pig, EASIA, EU27]",35.3866718353,40.7771349019,0,0,8.06740263327,25.5224288672,27.3050422435,21.3919688042,5.71448136687,85.9795417901,37.7834820093,20.63126552,29.6731530779,38.6842970137,44.7379091597,48.3479110877,50.9636721982,52.4266986741,52.2646071849,49.6302042635,45.6150512783,39.5260874494,33.7813325566,33.9654217009,32.2870895616,30.5457606863,29.0387753328,27.7337805154,26.4910709856,25.2612400373
"Global.ap total import to from[Pig, EASIA, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, INDIA]",0.0238864243445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, RSEASIA]",0.859911276403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, EASIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, CAN]",318.072702332,0,0,0,8.09486678165,0,0,5.2192413079,5.1569820269,16.0212774037,21.3141260991,20.8462482007,24.5350690489,29.0262838272,33.6226259465,37.2017380215,40.7589720349,43.8967085816,45.7504988897,46.7463998955,46.8069981079,43.3322793626,39.6472015898,38.3536595753,38.5370875805,37.9540010238,37.1924848369,36.5252846374,35.8408171815,35.0774623906
"Global.ap total import to from[Pig, Japan, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, Brazil]",173.031550069,23.2132666687,0,0,0,0,0,4.24859623635,7.89985095291,29.4084913564,47.1204446883,9.91718921047,0,0,0,0,0,0,0,0.421785875328,2.53349315491,6.24352726969,7.48217229505,8.01912418766,8.64502235704,8.98149231147,9.22963616522,9.48480151347,9.72124512784,9.92099634727
"Global.ap total import to from[Pig, Japan, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, EU27]",397.8319773,177.561631172,0,0,14.1484273459,30.4904447178,44.1310855437,30.829345291,28.3419092137,80.1500483059,83.7047382877,47.9520565672,56.8564463947,65.5688824139,71.4248778702,75.5436080527,80.0541997473,83.8785416585,85.3645837324,85.4312083683,83.9679674756,75.8198590748,67.1633946372,62.4881994837,60.4690367023,57.6917798209,55.0995882,52.8741334487,50.8066259631,48.8059924843
"Global.ap total import to from[Pig, Japan, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, INDIA]",0.268541316116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, RSEASIA]",9.66748738016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, Japan, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, CAN]",0,0,0,0,5.87143578195,0,0,17.2599049808,20.1756109565,17.8010762274,17.0427926531,17.9455569524,23.4460355791,29.1047708437,34.4695774097,39.5028559323,45.8720474991,52.4880146623,58.6434886242,64.3018748341,69.6752785887,80.3980303522,93.7182217023,108.764660372,120.535273851,130.33404431,138.742175712,147.084876092,155.199283242,162.872305231
"Global.ap total import to from[Pig, RSEASIA, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, Brazil]",0,3.63019810477,0,0,0,0,0,14.0525493364,31.0747592846,32.8912270171,37.9550879533,8.59528750548,0,0,0,0,0,0,0,0.583239301601,3.79905388098,11.6987760488,17.8646924712,22.9677115115,27.311102364,31.1533450089,34.7780655458,38.5814230006,42.5221562724,46.5329569555
"Global.ap total import to from[Pig, RSEASIA, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, EU27]",0,27.5600281237,0,0,10.360610357,47.2647268137,30.2657617436,104.252853806,113.260353383,90.9141639294,68.3021528544,42.0894281465,55.3865687609,67.020038268,74.6408440292,81.7664170586,91.8359652579,102.229683543,111.530962569,119.779530981,127.399915405,143.384326574,161.817699551,180.616352428,192.771002837,201.921686158,209.491507779,217.009735107,224.228642333,230.96650932
"Global.ap total import to from[Pig, RSEASIA, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, INDIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, RSEASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, RSEASIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, CAN]",2.28623685414,0,0,0,9.46597735751,0,0,11.5757841549,16.2573188651,15.7914008711,18.2719452055,37.6260148608,61.7072411144,87.4407350827,111.787439828,130.37920308,134.171513158,141.277555948,154.460741419,173.860900307,196.912670479,189.204345584,183.954694975,182.281549047,174.378840034,169.530856366,173.725637837,177.356789734,180.814712558,183.949069139
"Global.ap total import to from[Pig, MALAINDO, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, Brazil]",1.24371284865,3.88315779646,0,0,0,0,0,9.42298508386,24.9041775322,28.9865323669,40.3949089631,17.8998304643,0,0,0,0,0,0,0,1.56872127448,10.6581691401,27.2614897848,34.7157092328,38.112096606,39.1183938729,40.1180387295,43.1115166635,46.0556013291,49.0430822097,52.0265127132
"Global.ap total import to from[Pig, MALAINDO, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, EU27]",2.8595290372,29.7028351192,0,0,16.544891536,58.3602287909,70.0385493465,68.3765753819,89.3475007146,79.0000391817,71.757499431,86.5500964792,142.997537101,197.524123686,237.471167477,264.75417385,263.524632209,269.955441876,288.204002452,317.738838379,353.245398737,331.056824832,311.624056138,296.984588307,273.620066802,257.694487393,257.369496729,256.742326898,256.316294995,255.942598866
"Global.ap total import to from[Pig, MALAINDO, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, INDIA]",0.00193021610865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, RSEASIA]",0.0694877799113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, MALAINDO, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, CAN]",2.57201646091,0,0,0,0.791893757712,0,0,1.70113704895,1.43996272475,1.17475531521,1.36727732173,1.74428284786,2.538703829,3.28416470369,3.96722621544,4.59509318238,5.44821813807,6.28464022655,7.01070226831,7.6365919717,8.19163586635,9.27459912422,10.3861681417,11.4395385736,12.0460514011,12.5713369707,13.0854554899,13.6540344364,14.2103876334,14.7199601194
"Global.ap total import to from[Pig, OCEANIA, USA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, CCAmerica]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, Brazil]",1.39917695473,0.19912954696,0,0,0,0,0,1.38476917186,2.2058426506,2.15636872533,3.02272376135,0.829807976585,0,0,0,0,0,0,0,0.0689038436436,0.443383558738,1.33632971538,1.96006518507,2.3918207933,2.70228992938,2.97490022927,3.24726873607,3.54564811125,3.85433905834,4.16326212399
"Global.ap total import to from[Pig, OCEANIA, SOAmer]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, REurope]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, EU27]",3.21697016685,1.52317067983,0,0,1.38409335186,4.8065719673,3.31944616875,10.0483841186,7.91379388238,5.87697802671,5.3695652287,4.01232629414,5.88307609315,7.41875916897,8.42761800854,9.33101346327,10.7007787811,12.0087923237,13.0810744217,13.9562251086,14.6951319632,16.2280592879,17.5944400033,18.6380172402,18.9016132256,19.1089947042,19.3857230046,19.7656293735,20.1441235456,20.4810215447
"Global.ap total import to from[Pig, OCEANIA, OthCEECIS]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, MEASNAfr]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, SSAFR]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, Russia]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, CHIHKG]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, INDIA]",0.00217149312223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, RSASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, EASIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, Japan]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, RSEASIA]",0.0781737524002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, MALAINDO]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global.ap total import to from[Pig, OCEANIA, OCEANIA]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
